Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Store_Location,Sales_in_2020,Sales_in_2021,Sales_in_2022,Sales_in_2023,Sales_in_2024
ITEM_4906,24.31664639,Ultra Low Fat,0.182244545,Baking Goods,167.0507741,Medium,tier-3,983,1230,1205,1145,1111
ITEM_4907,9.11588754,Ultra Low Fat,0.064011572,Baking Goods,250.5658332,Medium,tier-1,1297,1309,1454,1449,1436
ITEM_4908,19.83132217,Ultra Low Fat,0.142326958,Frozen Foods,279.0407332,Medium,tier-1,1470,1626,1843,2034,1837
ITEM_4909,15.9335453,Low Fat,0.25899185,Baking Goods,70.56038582,Small,tier-2,533,447,399,432,409
ITEM_4910,22.68957455,Regular,0.052260453,Seafood,128.5093217,Small,tier-3,801,763,716,813,689
ITEM_4911,16.07986511,Regular,0.00576316,Breakfast,124.6095317,Small,tier-2,682,751,822,903,919
ITEM_4912,15.69118438,Regular,0.195598542,Seafood,299.0120312,High,tier-1,1628,1651,1747,1824,1406
ITEM_4913,8.909160007,Regular,0.016049462,Others,189.8067792,Small,tier-3,1020,1134,1211,1200,1326
ITEM_4914,8.324587241,Regular,0.293982072,Meat,269.957874,Small,tier-1,1429,1585,1130,1109,1285
ITEM_4915,23.32978302,Low Fat,0.182886085,Frozen Foods,156.5082124,High,tier-3,876,1025,905,910,1123
ITEM_4916,11.55676398,Ultra Low Fat,0.141118906,Seafood,230.6807876,Small,tier-3,1183,1272,1338,1215,1428
ITEM_4917,12.4416451,Ultra Low Fat,0.128997762,Fruits and Vegetables,121.6464106,Small,tier-1,720,710,818,786,901
ITEM_4918,20.19647317,Regular,0.171921198,Frozen Foods,277.9465059,Medium,tier-1,1554,1692,1587,1647,1426
ITEM_4919,11.77646965,Ultra Low Fat,0.027187331,Baking Goods,163.7865602,Small,tier-2,910,821,819,695,649
ITEM_4920,24.04124893,Ultra Low Fat,0.279005718,Soft Drinks,250.9313743,High,tier-2,1321,1602,1423,1178,1188
ITEM_4921,19.75855538,Ultra Low Fat,0.187692621,Fruits and Vegetables,113.9542208,Medium,tier-1,636,605,701,552,529
ITEM_4922,16.94858485,Regular,0.055193549,Breakfast,223.4010855,High,tier-2,1107,1105,988,854,819
ITEM_4923,22.61790321,Regular,0.168774316,Breakfast,151.2896011,High,tier-2,731,753,819,794,829
ITEM_4924,5.992118167,Low Fat,0.039976952,Baking Goods,57.85985574,Small,tier-1,481,514,463,456,424
ITEM_4925,10.14125384,Regular,0.005265815,Meat,153.2520634,Medium,tier-3,843,948,725,657,667
ITEM_4926,14.30072668,Low Fat,0.189155096,Baking Goods,187.5054104,Small,tier-1,987,910,944,858,831
ITEM_4927,9.539570789,Regular,0.194545003,Snack Foods,87.94040348,Medium,tier-2,491,433,429,382,403
ITEM_4928,19.87810375,Ultra Low Fat,0.175108975,Fruits and Vegetables,95.9782763,Medium,tier-1,573,524,555,567,428
ITEM_4929,23.38416062,Low Fat,0.055044961,Dairy,166.2156996,Medium,tier-1,917,935,954,924,903
ITEM_4930,13.4754024,Low Fat,0.181028958,Baking Goods,135.6824281,High,tier-3,794,847,759,771,636
ITEM_4931,11.842652,Low Fat,0.016953282,Frozen Foods,160.1851345,Small,tier-3,836,887,863,834,896
ITEM_4932,24.23101464,Regular,0.182771507,Frozen Foods,165.2067473,Medium,tier-2,944,976,1088,1039,1016
ITEM_4933,13.89704866,Low Fat,0.166205106,Meat,85.01901093,Medium,tier-2,550,568,610,618,651
ITEM_4934,14.78096801,Regular,0.196576449,Canned,95.29864382,High,tier-2,558,619,654,672,507
ITEM_4935,12.03299745,Low Fat,0.268642682,Health and Hygiene,262.0413484,Medium,tier-2,1445,1568,1896,2128,2252
ITEM_4936,23.19096946,Regular,0.255107432,Baking Goods,90.67967233,Medium,tier-2,613,527,556,592,600
ITEM_4937,16.37910967,Low Fat,0.294196257,Baking Goods,216.4785833,Small,tier-1,1162,1215,1332,1547,1863
ITEM_4938,20.24349174,Ultra Low Fat,0.29287231,Meat,154.6320117,High,tier-1,864,916,776,714,724
ITEM_4939,21.23613437,Ultra Low Fat,0.231695908,Canned,292.0591715,High,tier-2,1572,1459,1603,1435,1750
ITEM_4940,11.83698084,Low Fat,0.286925887,Snack Foods,66.52609047,Medium,tier-3,459,495,514,488,451
ITEM_4941,13.67388663,Regular,0.260185166,Soft Drinks,257.5972165,Medium,tier-3,1421,1413,1516,1622,1734
ITEM_4942,21.96943549,Regular,0.218274735,Breakfast,172.8623078,High,tier-2,993,1066,1090,1020,1061
ITEM_4943,12.26510703,Regular,0.022615276,Household,51.33809272,Medium,tier-1,392,342,370,413,410
ITEM_4944,20.87870267,Ultra Low Fat,0.014714966,Meat,115.9150547,Medium,tier-3,688,614,629,552,513
ITEM_4945,23.81984645,Ultra Low Fat,0.25127987,Canned,151.9242131,High,tier-3,894,983,1003,891,844
ITEM_4946,17.46420746,Ultra Low Fat,0.146896757,Fruits and Vegetables,128.5486884,Medium,tier-3,777,840,990,997,1034
ITEM_4947,19.83254575,Regular,0.244382005,Dairy,140.612366,Small,tier-3,791,626,647,774,781
ITEM_4948,21.10194624,Regular,0.093875481,Meat,279.1679773,Medium,tier-1,1559,1532,1784,1884,2071
ITEM_4949,21.90079298,Regular,0.119294957,Fruits and Vegetables,140.2335081,High,tier-1,726,551,583,619,577
ITEM_4950,12.90106676,Low Fat,0.210056016,Soft Drinks,154.7073449,Small,tier-3,876,1051,1201,1096,1046
ITEM_4951,6.025269184,Low Fat,0.274598021,Soft Drinks,240.2828884,Medium,tier-1,1316,1246,1260,1212,1103
ITEM_4952,13.03752542,Low Fat,0.026328442,Meat,248.4583914,Small,tier-1,1340,1301,1226,1270,1071
ITEM_4953,18.4751246,Ultra Low Fat,0.258443443,Meat,71.02241295,High,tier-2,540,501,473,390,403
ITEM_4954,14.00700772,Ultra Low Fat,0.237903817,Seafood,226.0175086,Small,tier-2,1220,1179,1148,1119,1118
ITEM_4955,19.97926302,Regular,0.094661781,Baking Goods,170.6429884,Medium,tier-2,1020,961,768,874,916
ITEM_4956,12.13964859,Low Fat,0.106564984,Seafood,83.46347331,Medium,tier-2,489,547,498,559,554
ITEM_4957,17.69488282,Regular,0.013938443,Canned,116.177641,High,tier-3,671,659,729,886,914
ITEM_4958,8.728396097,Low Fat,0.004722183,Others,61.25887433,Small,tier-2,419,395,431,418,405
ITEM_4959,19.98738873,Low Fat,0.143101838,Others,140.0592972,Small,tier-2,790,824,856,733,752
ITEM_4960,15.91391938,Regular,0.028661894,Health and Hygiene,113.8516101,High,tier-1,609,490,588,565,556
ITEM_4961,9.081287771,Regular,0.058200544,Meat,145.5258493,High,tier-3,844,792,739,750,714
ITEM_4962,10.83822347,Low Fat,0.25403016,Canned,195.0851369,High,tier-1,1074,1049,1099,1193,1191
ITEM_4963,19.97217417,Low Fat,0.171308517,Others,233.084888,High,tier-1,1232,1092,1172,1197,1128
ITEM_4964,14.65202471,Ultra Low Fat,0.190089731,Household,201.3379966,Medium,tier-1,992,1046,1023,1072,980
ITEM_4965,9.320628808,Regular,0.056243799,Meat,219.5943256,Medium,tier-2,1120,1112,1064,1024,1056
ITEM_4966,24.34542381,Regular,0.248598541,Frozen Foods,266.4097802,High,tier-3,1352,1430,1423,1376,1490
ITEM_4967,19.3025004,Regular,0.260393932,Seafood,268.4561109,High,tier-2,1433,1512,1446,1341,1320
ITEM_4968,24.14269665,Regular,0.156998278,Fruits and Vegetables,265.1798371,Small,tier-3,1478,1690,2065,1797,1759
ITEM_4969,13.54210091,Low Fat,0.273767332,Fruits and Vegetables,88.29222887,Medium,tier-1,498,450,446,425,546
ITEM_4970,14.50200681,Ultra Low Fat,0.253448587,Frozen Foods,112.7672834,Small,tier-3,688,754,794,823,891
ITEM_4971,22.95910432,Regular,0.219397253,Breakfast,175.5813262,Small,tier-1,922,873,840,890,917
ITEM_4972,15.5009868,Low Fat,0.220222775,Others,139.6848235,Medium,tier-2,781,790,945,981,920
ITEM_4973,19.14557824,Low Fat,0.031618042,Dairy,82.91724207,High,tier-1,499,522,524,534,575
ITEM_4974,10.04345755,Low Fat,0.081250811,Snack Foods,121.9375587,Medium,tier-2,710,787,687,658,649
ITEM_4975,13.93452937,Low Fat,0.020054166,Health and Hygiene,293.8571904,Small,tier-2,1558,1571,1439,1656,1806
ITEM_4976,7.468997316,Low Fat,0.002604363,Snack Foods,136.7316889,Medium,tier-2,786,860,938,953,1030
ITEM_4977,9.119600718,Regular,0.047492859,Health and Hygiene,154.7285171,High,tier-1,913,1046,1066,1046,1123
ITEM_4978,5.018868305,Regular,0.264146155,Soft Drinks,51.60035546,Medium,tier-2,378,364,400,431,379
ITEM_4979,5.785301033,Ultra Low Fat,0.071962218,Others,229.8537199,High,tier-3,1258,1223,1354,1563,1633
ITEM_4980,24.54567646,Regular,0.291046189,Breakfast,153.3875164,High,tier-3,870,799,780,846,614
ITEM_4981,9.847073903,Low Fat,0.1791873,Soft Drinks,75.78501572,Small,tier-3,436,413,412,446,526
ITEM_4982,18.26621419,Ultra Low Fat,0.071177546,Household,292.1391846,Small,tier-3,1535,1572,1519,1472,1625
ITEM_4983,21.78199398,Low Fat,0.149139241,Meat,244.3583031,High,tier-2,1322,1303,1366,1592,1660
ITEM_4984,16.01320918,Low Fat,0.065728447,Frozen Foods,231.5375224,High,tier-3,1265,1241,1069,1219,1214
ITEM_4985,8.062890002,Regular,0.295192067,Frozen Foods,289.4680837,Small,tier-1,1481,1528,1510,1534,1519
ITEM_4986,19.56232875,Low Fat,0.254179495,Frozen Foods,151.8700211,High,tier-3,746,730,700,702,752
ITEM_4987,17.0050282,Regular,0.007871637,Baking Goods,229.6333851,Medium,tier-3,1246,1071,1086,1170,1235
ITEM_4988,19.62501179,Low Fat,0.284332809,Dairy,101.5519743,High,tier-1,552,504,489,493,468
ITEM_4989,20.39493246,Ultra Low Fat,0.216319532,Soft Drinks,224.2801369,High,tier-1,1286,1337,1400,1674,1492
ITEM_4990,24.50820735,Low Fat,0.024714376,Dairy,53.51977305,Small,tier-3,400,412,464,529,672
ITEM_4991,16.4712656,Regular,0.201191324,Dairy,81.57634511,Small,tier-2,533,488,557,533,535
ITEM_4992,11.83282225,Low Fat,0.194078009,Breakfast,156.3147297,Small,tier-1,810,759,736,723,835
ITEM_4993,17.96929114,Regular,0.065636624,Soft Drinks,53.0231737,Medium,tier-2,407,379,420,372,343
ITEM_4994,6.368814185,Regular,0.22753401,Dairy,165.4914639,High,tier-2,891,862,662,770,618
ITEM_4995,22.94794637,Ultra Low Fat,0.026119411,Fruits and Vegetables,180.6979373,High,tier-3,1041,1133,1200,1284,1214
ITEM_4996,7.387620227,Regular,0.146833554,Baking Goods,205.4016494,Small,tier-2,1167,1353,1176,1008,886
ITEM_4997,11.55685676,Ultra Low Fat,0.002976962,Others,75.09666925,High,tier-2,397,406,450,430,418
ITEM_4998,21.31490761,Ultra Low Fat,0.290621247,Soft Drinks,95.25297828,High,tier-2,520,599,677,581,601
ITEM_4999,16.94624757,Low Fat,0.22546909,Household,203.3208427,Medium,tier-3,1185,1142,1224,1252,1126
ITEM_5000,12.87271041,Ultra Low Fat,0.047655623,Snack Foods,214.5469281,High,tier-1,1097,1136,1101,1048,1114
ITEM_5001,14.46871319,Regular,0.102502212,Baking Goods,56.47505705,Medium,tier-3,407,397,360,348,343
ITEM_5002,22.09094786,Regular,0.048168713,Fruits and Vegetables,185.0918405,High,tier-1,971,1038,1045,1187,1332
ITEM_5003,11.80008772,Ultra Low Fat,0.229985239,Breakfast,246.245433,Small,tier-2,1384,1503,1480,1524,1314
ITEM_5004,22.3929937,Low Fat,0.017668898,Canned,67.27521945,Small,tier-1,424,401,403,414,454
ITEM_5005,6.76268862,Ultra Low Fat,0.252121997,Baking Goods,153.2932163,High,tier-1,857,952,974,940,1004
ITEM_5006,20.53596874,Ultra Low Fat,0.282658902,Soft Drinks,131.6278183,Small,tier-1,809,767,856,854,833
ITEM_5007,21.95095266,Regular,0.202988383,Health and Hygiene,278.4164063,Medium,tier-1,1572,1396,1300,1370,1058
ITEM_5008,8.636353057,Low Fat,0.063889635,Baking Goods,96.4505983,Small,tier-2,575,637,564,654,682
ITEM_5009,13.60693065,Low Fat,0.108027029,Snack Foods,129.5901033,Medium,tier-1,772,797,800,816,843
ITEM_5010,8.309995493,Low Fat,0.143171962,Others,274.6111862,High,tier-1,1468,1492,1485,1418,1281
ITEM_5011,19.13208258,Low Fat,0.181387432,Soft Drinks,132.6633265,High,tier-2,848,875,890,916,842
ITEM_5012,15.70695536,Regular,0.200598927,Soft Drinks,182.8368601,Small,tier-1,1083,1048,1084,1097,1205
ITEM_5013,17.70646693,Low Fat,0.166264415,Breakfast,58.25883431,High,tier-3,393,417,420,539,445
ITEM_5014,8.929739339,Low Fat,0.105394176,Canned,296.225609,High,tier-1,1611,1408,1298,1271,1328
ITEM_5015,9.234917241,Low Fat,0.267275184,Household,256.236677,Medium,tier-3,1429,1706,1754,1788,1974
ITEM_5016,5.82994651,Regular,0.024417617,Others,208.6002362,Medium,tier-3,1109,1012,1167,1258,1452
ITEM_5017,11.4413507,Regular,0.139876816,Breakfast,65.18881827,High,tier-3,415,368,369,380,392
ITEM_5018,16.19489323,Low Fat,0.232669452,Soft Drinks,68.71749034,Small,tier-2,489,521,533,591,456
ITEM_5019,22.15869828,Regular,0.0182618,Canned,186.2434077,Small,tier-3,964,873,982,998,1007
ITEM_5020,18.33854895,Ultra Low Fat,0.211600565,Household,121.2661091,Small,tier-3,734,800,729,705,728
ITEM_5021,13.70792647,Low Fat,0.245913487,Meat,205.6973619,High,tier-2,1151,1234,1224,1287,1115
ITEM_5022,24.06240229,Regular,0.19824939,Meat,199.5481205,Small,tier-2,1058,939,1045,1083,1204
ITEM_5023,19.38490401,Low Fat,0.003881068,Others,259.6628496,Small,tier-3,1453,1438,1558,1674,1737
ITEM_5024,23.60330406,Low Fat,0.054041108,Health and Hygiene,120.3442652,High,tier-2,721,832,898,860,869
ITEM_5025,15.55175947,Regular,0.102633924,Seafood,194.4658811,Medium,tier-1,1037,987,762,811,950
ITEM_5026,10.1780855,Ultra Low Fat,0.070107011,Soft Drinks,244.3408297,Medium,tier-3,1250,1157,1082,1232,1213
ITEM_5027,6.056533727,Low Fat,0.288795642,Seafood,172.6932466,High,tier-3,934,923,791,662,670
ITEM_5028,19.52169703,Ultra Low Fat,0.195478174,Canned,257.6609162,Medium,tier-1,1338,1407,1612,1623,1751
ITEM_5029,7.42605996,Regular,0.089091287,Canned,82.81905039,Small,tier-2,487,464,488,452,415
ITEM_5030,11.05550257,Low Fat,0.27890925,Canned,233.4744413,High,tier-1,1240,1146,1145,1247,1459
ITEM_5031,15.64941816,Regular,0.22217826,Snack Foods,285.7455229,High,tier-1,1583,1694,1573,1589,1303
ITEM_5032,16.28833176,Regular,0.085382164,Household,132.9708302,Medium,tier-2,697,832,806,757,741
ITEM_5033,17.01166394,Regular,0.113664471,Soft Drinks,141.5841106,High,tier-2,752,752,919,875,928
ITEM_5034,8.325106607,Regular,0.059828657,Seafood,70.8874193,High,tier-3,431,406,407,479,551
ITEM_5035,12.5947481,Low Fat,0.291322199,Baking Goods,210.3731949,Small,tier-3,1275,1242,1170,1154,1321
ITEM_5036,17.34388454,Ultra Low Fat,0.155188949,Meat,188.1126814,High,tier-3,958,813,720,725,699
ITEM_5037,24.39637729,Ultra Low Fat,0.268817006,Health and Hygiene,60.08643968,High,tier-2,293,292,346,361,296
ITEM_5038,19.55262275,Low Fat,0.103949931,Baking Goods,238.0530067,High,tier-3,1352,1425,1427,1291,1516
ITEM_5039,23.45207514,Low Fat,0.258252481,Breakfast,257.3211239,High,tier-1,1355,1270,1230,1349,1242
ITEM_5040,20.24424117,Ultra Low Fat,0.016166055,Dairy,276.779901,Medium,tier-3,1442,1210,1052,933,1009
ITEM_5041,16.83433938,Ultra Low Fat,0.294627095,Health and Hygiene,186.4335215,High,tier-2,1045,1140,1038,1119,1141
ITEM_5042,8.840467383,Low Fat,0.27361031,Dairy,163.1450087,Small,tier-2,944,802,900,843,893
ITEM_5043,18.33371304,Regular,0.108960883,Health and Hygiene,269.0342886,Medium,tier-3,1484,1452,1226,1225,1046
ITEM_5044,17.46759132,Low Fat,0.23241665,Canned,149.6742048,High,tier-2,871,1007,883,979,946
ITEM_5045,17.04938341,Ultra Low Fat,0.225677378,Snack Foods,213.8607813,Medium,tier-2,1129,1171,1132,1055,1071
ITEM_5046,14.79571736,Regular,0.270376439,Health and Hygiene,203.8405641,High,tier-3,1146,924,971,952,1065
ITEM_5047,15.57313208,Ultra Low Fat,0.092176494,Soft Drinks,143.040275,High,tier-3,833,733,744,709,832
ITEM_5048,11.68885054,Regular,0.139656002,Frozen Foods,71.72248439,Medium,tier-1,522,480,456,475,418
ITEM_5049,15.38625385,Ultra Low Fat,0.259499884,Breakfast,55.35388467,Medium,tier-2,444,393,372,331,320
ITEM_5050,8.951118114,Regular,0.233573836,Snack Foods,157.0594351,Medium,tier-3,835,718,675,642,511
ITEM_5051,21.10348795,Low Fat,0.118040016,Baking Goods,170.3003937,Medium,tier-1,1033,925,919,948,1022
ITEM_5052,8.715539094,Low Fat,0.25371757,Dairy,255.669567,Small,tier-2,1350,1434,1318,1580,1468
ITEM_5053,6.699325798,Regular,0.014086212,Canned,153.6029125,Medium,tier-2,796,865,891,914,807
ITEM_5054,13.72492053,Regular,0.234613891,Fruits and Vegetables,120.2899687,Small,tier-1,779,650,734,724,659
ITEM_5055,18.16614879,Low Fat,0.062029758,Baking Goods,165.524117,High,tier-2,967,1172,1303,1271,1406
ITEM_5056,13.7543365,Low Fat,0.085836272,Others,109.4976201,High,tier-3,546,595,502,603,623
ITEM_5057,10.53508264,Regular,0.147964453,Others,72.84015278,Medium,tier-1,435,513,462,504,479
ITEM_5058,16.16342368,Regular,0.13492035,Breakfast,78.26075842,High,tier-1,452,402,423,377,400
ITEM_5059,11.94004671,Low Fat,0.156171032,Soft Drinks,129.788615,Small,tier-3,717,628,639,512,481
ITEM_5060,23.6573538,Ultra Low Fat,0.163432679,Snack Foods,53.16910439,Small,tier-1,455,494,507,446,407
ITEM_5061,23.45290279,Low Fat,0.099458307,Fruits and Vegetables,105.0508217,Medium,tier-3,612,641,740,752,701
ITEM_5062,15.0474364,Regular,0.052568254,Meat,246.8807852,Medium,tier-3,1309,1357,1665,1678,1573
ITEM_5063,11.55767988,Regular,0.230544369,Snack Foods,108.6542981,Medium,tier-2,689,667,721,737,758
ITEM_5064,19.74264828,Ultra Low Fat,0.119992845,Soft Drinks,77.68237776,Small,tier-2,462,451,385,452,423
ITEM_5065,5.73425887,Low Fat,0.151752259,Canned,287.27014,Medium,tier-2,1652,1794,1768,1796,1759
ITEM_5066,14.49538012,Regular,0.193409016,Snack Foods,205.6175291,Small,tier-2,1134,1061,1210,1227,1170
ITEM_5067,11.72646789,Low Fat,0.272891377,Canned,65.00648736,Small,tier-2,468,397,468,459,440
ITEM_5068,23.4107177,Regular,0.212265849,Meat,65.56099162,High,tier-3,520,537,527,545,564
ITEM_5069,5.240060545,Ultra Low Fat,0.013637768,Baking Goods,203.0305314,High,tier-1,1074,1221,1286,1371,1550
ITEM_5070,16.05629751,Low Fat,0.251568109,Household,185.0322005,Medium,tier-1,1059,900,966,971,1024
ITEM_5071,19.81327162,Low Fat,0.296806505,Others,67.0936931,Medium,tier-2,402,401,437,385,388
ITEM_5072,14.70035975,Ultra Low Fat,0.141745508,Soft Drinks,106.0788687,Medium,tier-3,637,499,557,502,448
ITEM_5073,6.708060603,Regular,0.290877101,Fruits and Vegetables,282.2607286,Medium,tier-3,1411,1573,1165,1230,1229
ITEM_5074,24.4492278,Regular,0.164198623,Meat,193.0027026,Small,tier-3,1035,942,1011,923,924
ITEM_5075,15.36020863,Low Fat,0.137884799,Meat,160.0813495,Medium,tier-1,965,967,960,936,1017
ITEM_5076,17.28372489,Ultra Low Fat,0.099421429,Dairy,112.538853,High,tier-3,701,705,721,590,572
ITEM_5077,9.732195654,Low Fat,0.197266463,Seafood,83.42451058,Medium,tier-2,498,502,456,498,518
ITEM_5078,14.6699617,Low Fat,0.068946126,Soft Drinks,150.657921,Small,tier-3,857,902,830,783,683
ITEM_5079,13.58298984,Regular,0.031480266,Breakfast,280.5916398,High,tier-2,1539,1779,1738,1373,1490
ITEM_5080,6.49791684,Regular,0.008171131,Breakfast,62.17784892,High,tier-1,449,435,461,492,545
ITEM_5081,7.123207071,Regular,0.087714034,Household,297.744704,Medium,tier-1,1608,1572,1353,1163,1183
ITEM_5082,21.74945039,Regular,0.11873125,Seafood,101.9531801,High,tier-3,657,583,588,519,506
ITEM_5083,9.796399044,Regular,0.165623009,Baking Goods,152.1918401,High,tier-1,849,697,813,879,719
ITEM_5084,8.89916543,Ultra Low Fat,0.087824948,Frozen Foods,61.26282704,Medium,tier-1,331,312,381,358,443
ITEM_5085,15.09822903,Low Fat,0.295217872,Frozen Foods,196.1955508,Medium,tier-3,1026,1071,1084,1279,1314
ITEM_5086,20.37494263,Ultra Low Fat,0.08752355,Soft Drinks,170.8888164,Small,tier-1,930,908,881,759,737
ITEM_5087,6.238930372,Low Fat,0.132292617,Breakfast,216.6767587,High,tier-2,1083,1225,1184,1379,1411
ITEM_5088,16.53615839,Regular,0.03098285,Meat,185.6695318,Medium,tier-3,971,969,1035,931,824
ITEM_5089,7.384208857,Ultra Low Fat,0.078187954,Soft Drinks,149.5444462,High,tier-2,797,911,970,937,947
ITEM_5090,5.729221017,Low Fat,0.014499642,Meat,234.4391745,Medium,tier-1,1206,1222,1193,1073,1069
ITEM_5091,6.054879043,Regular,0.16785259,Dairy,56.25528195,Small,tier-3,295,278,257,285,247
ITEM_5092,21.68328216,Regular,0.225319405,Frozen Foods,185.2572552,Medium,tier-2,1108,963,853,984,972
ITEM_5093,7.359449673,Ultra Low Fat,0.058712944,Fruits and Vegetables,78.46905096,Medium,tier-3,537,411,405,389,337
ITEM_5094,5.903027288,Ultra Low Fat,0.110373281,Health and Hygiene,159.0020833,Small,tier-2,879,819,918,893,853
ITEM_5095,13.75799774,Ultra Low Fat,0.004984868,Breakfast,247.7813292,Medium,tier-2,1347,1440,1332,1129,998
ITEM_5096,21.87986944,Regular,0.251856617,Others,85.61518657,Small,tier-3,502,480,456,509,523
ITEM_5097,10.24816753,Low Fat,0.233989057,Frozen Foods,283.9525872,High,tier-2,1493,1349,1332,1202,1205
ITEM_5098,13.43425235,Low Fat,0.018976209,Dairy,272.1261731,High,tier-3,1505,1489,1371,1195,1107
ITEM_5099,5.798450651,Ultra Low Fat,0.109460283,Fruits and Vegetables,153.7262677,High,tier-1,877,870,1048,1046,1090
ITEM_5100,13.98157028,Low Fat,0.286585984,Household,51.49371018,Medium,tier-2,300,285,301,286,310
ITEM_5101,16.55226161,Regular,0.117608117,Health and Hygiene,247.4362067,Small,tier-2,1391,1467,1587,1469,1648
ITEM_5102,16.41814108,Low Fat,0.157862603,Breakfast,270.2239509,Medium,tier-2,1469,1438,1276,1255,1255
ITEM_5103,11.64853384,Regular,0.106572858,Household,93.68452309,Medium,tier-2,610,704,688,641,713
ITEM_5104,11.31066361,Ultra Low Fat,0.178839416,Fruits and Vegetables,279.0480522,Medium,tier-1,1501,1425,1534,1558,1286
ITEM_5105,7.132472379,Low Fat,0.293447063,Health and Hygiene,278.5243193,Small,tier-3,1490,1385,1430,1606,1840
ITEM_5106,12.33596641,Regular,0.299250751,Soft Drinks,167.8227128,Medium,tier-3,926,898,1149,876,880
ITEM_5107,6.989893377,Ultra Low Fat,0.232414493,Canned,249.5087027,Medium,tier-3,1369,1479,1592,1645,1608
ITEM_5108,20.33191889,Ultra Low Fat,0.121293329,Baking Goods,161.2369946,Small,tier-1,844,888,835,946,915
ITEM_5109,24.32548595,Ultra Low Fat,0.14832966,Household,191.0115665,Small,tier-1,1079,1020,1026,1061,934
ITEM_5110,24.40148913,Ultra Low Fat,0.107019398,Canned,129.9597525,High,tier-3,668,600,626,705,725
ITEM_5111,22.30142199,Low Fat,0.295672389,Household,89.86733633,Small,tier-3,512,444,491,526,586
ITEM_5112,17.01584299,Regular,0.212328092,Seafood,236.634146,High,tier-1,1351,1192,902,928,1033
ITEM_5113,19.01731394,Low Fat,0.134679434,Snack Foods,50.34821113,High,tier-1,294,340,311,267,268
ITEM_5114,10.70411605,Regular,0.003634581,Health and Hygiene,194.8881724,Medium,tier-2,1045,964,997,850,775
ITEM_5115,17.6154084,Ultra Low Fat,0.156145024,Frozen Foods,266.1715066,Medium,tier-3,1401,1289,991,878,749
ITEM_5116,14.11299099,Low Fat,0.295178461,Breakfast,105.3193217,Medium,tier-3,580,622,698,770,680
ITEM_5117,14.6403468,Ultra Low Fat,0.156918273,Health and Hygiene,133.2248642,Medium,tier-3,750,751,761,745,719
ITEM_5118,20.15553121,Regular,0.054728006,Others,196.8714632,Medium,tier-3,1090,1203,1189,1217,1261
ITEM_5119,10.63836711,Ultra Low Fat,0.006628124,Soft Drinks,111.7175616,Medium,tier-3,728,823,707,729,736
ITEM_5120,11.36079223,Low Fat,0.106411127,Others,261.8717143,Medium,tier-2,1458,1622,1893,1845,1887
ITEM_5121,23.49283582,Low Fat,0.275468417,Fruits and Vegetables,141.6507918,High,tier-1,832,790,689,685,638
ITEM_5122,6.124485897,Regular,0.298966232,Snack Foods,195.40343,High,tier-2,1064,790,882,979,999
ITEM_5123,14.71268597,Regular,0.283610392,Snack Foods,106.5302869,Medium,tier-2,591,496,608,581,523
ITEM_5124,23.25601601,Low Fat,0.218825998,Others,60.34658425,Medium,tier-3,425,428,505,520,493
ITEM_5125,17.20726016,Low Fat,0.167442819,Household,93.4250665,High,tier-2,584,648,667,621,617
ITEM_5126,15.92814148,Low Fat,0.177205844,Health and Hygiene,61.5497344,High,tier-2,428,388,379,376,421
ITEM_5127,9.994883585,Low Fat,0.161697603,Health and Hygiene,167.1509749,Small,tier-3,913,951,1042,1161,1091
ITEM_5128,11.86550978,Regular,0.212114791,Health and Hygiene,196.6593477,Small,tier-2,1086,1041,1034,1034,1043
ITEM_5129,22.04096832,Low Fat,0.125661968,Fruits and Vegetables,61.16880192,Medium,tier-2,414,481,498,468,402
ITEM_5130,16.18436264,Regular,0.200761201,Snack Foods,72.62055538,Medium,tier-1,429,405,357,395,405
ITEM_5131,15.29484388,Low Fat,0.036483634,Soft Drinks,171.3812567,Medium,tier-3,1011,1094,1192,1347,1329
ITEM_5132,6.991594271,Low Fat,0.079708592,Meat,249.7949831,High,tier-3,1267,1250,1170,1461,1486
ITEM_5133,5.320563129,Ultra Low Fat,0.250800912,Frozen Foods,207.0022947,Medium,tier-2,1096,1129,1290,1327,1370
ITEM_5134,24.27370377,Ultra Low Fat,0.271124679,Seafood,76.17755503,Medium,tier-3,431,409,358,327,343
ITEM_5135,12.53972335,Low Fat,0.161702471,Health and Hygiene,271.8855685,Medium,tier-1,1437,1485,1412,1315,1559
ITEM_5136,17.06426124,Regular,0.009490685,Seafood,279.3625587,Small,tier-2,1468,1169,1146,1107,1203
ITEM_5137,6.594301464,Low Fat,0.278092071,Fruits and Vegetables,131.239207,Small,tier-1,721,627,591,628,779
ITEM_5138,18.66228571,Ultra Low Fat,0.210619277,Others,204.004448,Medium,tier-2,1156,1043,988,895,749
ITEM_5139,23.65133417,Low Fat,0.124208377,Dairy,173.0817875,High,tier-2,974,1034,1046,1106,1139
ITEM_5140,16.51330506,Ultra Low Fat,0.179513683,Frozen Foods,285.5059422,Small,tier-3,1482,1430,1345,1197,1167
ITEM_5141,7.522306448,Low Fat,0.12893245,Soft Drinks,177.1871332,Medium,tier-3,1009,783,726,710,609
